order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,pred1,delivery_charges2,residual
ORD271029,ID4315827382,2022-12-25,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('iStream', 2), ('iAssist Line', 1)]",17475,60.353,-37.8243651,144.99817140000005,25,Summer,False,1.62027,"a good phone to invest in this phone's pretty great. it's fast, it's sleek, and it's a heck of an upgrade (for me at least)",True,81.19368405808243,80.26949,0.9241940580824206
ORD340649,ID0844475714,2022-02-28,Thompson,"[('iAssist Line', 1), ('Olivia x460', 1), ('iStream', 1)]",3600,30.646,-37.822489399999995,144.9478127,50,Summer,False,1.09467,verify your carrier will activate!! cannot activate phone with sprint. phone boots up in spanish. tried for 3 days to get it activated but it was a waste of time.,False,61.05694057795809,61.292,0.235059422041914
ORD119275,ID4305737095,2022-01-11,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2)]",20350,59.998000000000005,-37.81274310000001,145.0125292,25,Summer,False,1.55162,"very good vendor and timely receipt of phone! the phone was in excellent condition, had all accessories, and the color is great! nothing negative.",True,80.51187837815019,79.79734,0.7145383781501806
ORD284228,ID0114569851,2022-10-04,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",15175,62.09,-37.8168814,144.9655878,25,Spring,True,0.3973,5 months in not so good it's barely five months old it quit working took it to a repair shop and they said the motherboard was bad can't believe a brand new phone went bad that fast thinking somebody sold us a refurbished phone for new,False,83.15234117174819,82.5797,0.5726411717481881
ORD380251,ID0711772457,2022-11-30,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Universe Note', 2)]",18075,37.025999999999996,-37.8166164,144.94918,50,Spring,False,0.47658999999999996,beautiful cute cellphone the screen is beautiful,True,73.55296372076656,74.05199999999999,0.49903627923343663
ORD358283,ID0289602833,2022-07-23,Thompson,"[('iStream', 2), ('iAssist Line', 2), ('Toshika 750', 2), ('Alcon 10', 1)]",22340,61.84,-37.812267,144.9503742,0,Winter,False,0.29417,unlocked olivia s6 reverting to being locked. i bought this phone and it was working good until recently. it went back to being locked and would not recognized my sim card. tried factory reset. no success. will digico be able to help me?,True,61.76736263051929,61.84,0.07263736948071653
ORD324111,ID0711331434,2022-07-06,Thompson,"[('Thunder line', 2), ('Alcon 10', 1), ('pearTV', 2)]",25930,79.672,-37.807266,144.9574618,0,Winter,True,1.0944,oneplus is phenomenal!!! i have nothing but positive things to say about this phone. great seller and fast shipping. thank you,True,78.40458935910084,79.672,1.2674106408991577
ORD157336,ID0650269874,2022-12-19,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('pearTV', 2)]",15510,73.456,-37.814918299999995,144.9827526,25,Summer,True,1.22665,the camera works great it takes amazing pics/videos anyone that says it dont ... the phone works great it takes amazing pics/videos anyone that says it dont is just lying thro their teeth js,True,97.30048271737994,97.69648000000001,0.3959972826200726
ORD298118,ID4893294491,2022-07-12,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350,35.111999999999995,-37.816865,144.9289353,50,Winter,False,1.6615400000000002,five stars refurbished but like brand new. very satisfied,True,69.79900027012788,70.22399999999999,0.42499972987211265
ORD044203,ID2183273512,2022-07-01,Nickolson,"[('iStream', 2), ('Universe Note', 2)]",7200,67.414,-37.8074794,144.96295590000003,0,Winter,False,1.3665399999999999,♡♡♡ great phone and easy set up with metropcs!,True,68.06623364245246,67.414,0.6522336424524582
ORD031294,ID4853481708,2022-11-25,Bakers,"[('Olivia x460', 1), ('pearTV', 2), ('Toshika 750', 1)]",18165,46.118,-37.799437899999994,145.00364219999997,50,Spring,True,1.3887,nothing it doesn't have a pen. i decided to buy one separately and found out that the pen slot was broken. which didn't allow the pen to go inside,False,91.23768484872141,92.236,0.9983151512785895
ORD064412,ID4754200402,2022-03-23,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('Lucent 330S', 2), ('Olivia x460', 1)]",20665,50.91,-37.8164324,144.9284395,25,Autumn,True,1.69088,apps dont work doesn't let certain apps work on this phone so if you have a job through an app most likely wont work,False,67.81573522782,67.7103,0.1054352278199957
ORD285434,ID0846546009,2022-12-09,Nickolson,"[('Toshika 750', 2), ('Thunder line', 2), ('iStream', 1), ('Lucent 330S', 2)]",15610,43.276,-37.8187275,144.9681008,50,Summer,True,0.12837,"gorgeous and amazing phone this phone is amazing. the color is so beautiful, i have the black version. i have it working with metro pcs, it works great. my package included a clear case and a micro sd card.",True,86.39278363280633,86.552,0.15921636719367882
ORD457873,ID0367849053,2022-07-15,Nickolson,"[('Candle Inferno', 1), ('iStream', 1)]",580,53.104,-37.802534,144.9645872,25,Winter,False,1.8403900000000002,five stars all ok.,True,70.84952674931347,70.62832,0.22120674931346684
ORD061770,ID0529158814,2022-07-07,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",7680,58.42100000000001,-37.8237544,144.9405293,25,Winter,True,1.36099,"verizon activation i ordered this item for a friend, however, i did go thru the men and settings icon, this fone has many bells and whistles on menu, very durable made, and it had verizon hook-up and the owner had to go to verizon to activate fone",True,79.97048174985335,77.69993000000001,2.2705517498533396
ORD499092,ID2086406859,2022-11-18,Bakers,"[('Universe Note', 1), ('Thunder line', 1), ('Toshika 750', 1)]",9950,64.09899999999999,-37.80538120000001,144.987412,25,Spring,True,0.85844,"doesn't support istream or hd streaming the cellphone doesn't streaming hd content, plus istream does not run phone. i tried to save some dollars but now useless phone and will have to buy another one.",False,86.91315959337359,85.25166999999999,1.6614895933736022
ORD347730,ID0844489668,2022-04-16,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350,50.053000000000004,-37.8211745,144.9473256,25,Autumn,False,0.9466100000000001,five stars i love this phone lot better than alcon,True,65.82423483921964,66.57049,0.7462551607803647
ORD483121,ID0703556741,2022-12-26,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Thunder line', 1), ('Toshika 750', 1)]",7230,31.000999999999998,-37.8063758,144.957978,50,Summer,False,1.18823,"unhappy not happy with product. it installed the software update and after 1 minute, it keeps saying software ready for installed. device is being over heated. also it says you can use this device in any country- i have tried using india sim card- internet is not working. i will give 5 rating if this issue can be fixed.",False,61.98614290009152,62.001999999999995,0.01585709990847306
ORD413885,ID0440051924,2022-10-12,Bakers,"[('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",14930,38.948,-37.81974520000001,144.99433530000005,50,Spring,False,1.0881,three stars pretty good phone for the money. would recommend.,True,78.5401217920858,77.896,0.644121792085798
ORD315841,ID0128874960,2022-04-22,Bakers,"[('Thunder line', 2), ('pearTV', 1), ('Alcon 10', 2)]",28570,25.353,-37.801989899999995,145.0010285,50,Autumn,False,1.02674,one star this phone did not operate and was a waste of money.,False,51.1377682988126,50.706,0.4317682988125995
ORD200212,ID2841675058,2022-05-12,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",8330,61.022,-37.8093734,144.964315,25,Autumn,True,1.12506,"s4 love this phone. so many cool features. i was going back and forth between this and the alcon, so glad i got the s4!",True,80.5384312174608,81.15926,0.6208287825392063
ORD183779,ID1560149598,2022-09-02,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,57.958999999999996,-37.8152763,144.9366486,25,Spring,False,0.9611,happy with purchase great,True,77.50437572896737,77.08547,0.4189057289673741
ORD069009,ID6167278767,2022-09-09,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330,96.58,-37.81328970000001,144.9514657,0,Spring,True,0.39271,five stars i'm very happy with the phone. have not had any problems with it.,True,98.08174283692614,96.58,1.501742836926141
ORD086921,ID6207002042,2022-08-17,Bakers,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 2)]",8960,79.107,-37.80123010000001,145.009227,0,Winter,True,1.57075,"lucentrola great phones ant got it just yet, but i have the g6 and it's great. and i never say ok to google she talks with me all the time. this is for totally unlocked and not just gsm.",True,81.20256692890825,79.107,2.095566928908255
ORD017926,ID6197211196,2022-03-03,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2), ('pearTV', 1), ('Toshika 750', 1)]",16305,26.384,-37.8148524,144.9271316,50,Autumn,False,1.7700200000000001,useless. can't be activated. useless paperweight. the phone is locked because it's either stolen or has an outstanding balance. do not buy from edge cellular!!,False,54.143041981559904,52.768,1.375041981559903
ORD241430,ID5668009784,2022-09-03,Bakers,"[('pearTV', 2), ('Toshika 750', 1)]",16940,102.874,-37.8045464,144.99998469999997,0,Spring,True,0.7367100000000001,"i used to use my laptop for anything show watching, including istream, but i am glad i bought this. this is super easy to set up and has everything you need with quick and easy access. definitely worth the buy.",True,100.88722823623903,102.874,1.98677176376097
ORD493955,ID0575524483,2022-07-17,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2), ('Lucent 330S', 2), ('Candle Inferno', 1)]",24240,32.125,-37.8200044,144.9813425,50,Winter,False,1.04869,"five stars i love the phone, down side is you can't use an sd card for more storage.",True,66.19925102344693,64.25,1.9492510234469336
ORD370487,ID4973179165,2022-06-08,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2)]",3085,33.505,-37.8051249,144.9614898,50,Winter,True,1.5213700000000001,"one star doesn't have good reception ... calls drop, easier to understand r2d2",False,65.75105779766642,67.01,1.2589422023335857
ORD144591,ID2885259922,2022-06-08,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Universe Note', 2), ('Lucent 330S', 1)]",17200,55.049,-37.8049963,144.97160780000004,0,Winter,False,1.52454,"el producto no llego en tiempo y forma no llego en el tiempo estipulado y me tube que regresar a mi pais sin el celular, y aun sigo esperando el reembolso",False,53.83283008154055,55.049,1.2161699184594497
ORD130896,ID6245726937,2022-04-27,Nickolson,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2), ('pearTV', 1)]",35470,33.383,-37.8106144,144.9757999,50,Autumn,False,1.0446,super features and excellent camera quality.... i love the camera 😍😍super features and excellent camera quality...simply super,True,66.22043380619361,66.766,0.545566193806394
ORD095927,ID0588236764,2022-04-15,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",9125,47.836999999999996,-37.8114812,144.9732528,25,Autumn,True,0.85619,stuck in reboot an update mode. from getting hot just keeps updating over and over again for the past hour the same update. phone getting hot,False,64.44086722349815,63.62321,0.817657223498145
ORD033830,ID6167285776,2022-11-21,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,58.09,-37.8118729,144.9564866,25,Spring,False,0.833,"nice value for the money !!) it was a gift for my girlfriend, she liked it very much. nice phone for his money, i’ll recommend.",True,76.45965863695581,77.25970000000001,0.8000413630442011
ORD455255,ID0579322303,2022-11-04,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('Alcon 10', 1), ('Lucent 330S', 2)]",22170,36.613,-37.814141,144.99189180000005,50,Spring,False,0.54697,"you need to be a verizon member olivia phone is working perfect, well made,the price was right, i plan on buying another one .",True,74.12694646031201,73.226,0.9009464603120136
ORD120186,ID0248746943,2022-08-01,Bakers,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130,60.321000000000005,-37.8229398,144.9904291,25,Winter,True,1.50148,awesome! love this phone!,True,80.79568982958935,80.22693000000001,0.5687598295893395
ORD239313,ID0746912634,2022-02-15,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2)]",11410,59.968,-37.8257466,144.9844918,25,Summer,False,1.53615,"recomiendo la compra el redmi funciona perfecto como se describe en la venta solo la caja tiene una señal de maltrato por lo demás todo perfecto, es rapido, la batería dura bastante y no hay limitaciones en nada",True,80.35823622420187,79.75744,0.6007962242018721
ORD423968,ID0266739856,2022-03-19,Bakers,"[('Thunder line', 1), ('Universe Note', 2)]",9080,41.165,-37.8242349,144.991632,50,Autumn,True,1.6163299999999998,awesome phone! really great value for money. the best camera in the business. well built and a joy to use!,True,82.52476315444721,82.33,0.19476315444721592
ORD267508,ID2142179147,2022-12-10,Thompson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850,61.883,-37.799392,144.93643280000003,25,Summer,False,1.74952,"works fine on t mobile and simple mobile networks. received this phone yesterday (as a gift same model number 955f) and have been using it with simple mobile and t mobile networks here in the united states. put my sim card in and got good connections with lte, no problems.",True,82.47734588082449,82.30439000000001,0.17295588082447466
ORD419003,ID2190478926,2022-02-12,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",15770,36.623000000000005,-37.8141907,144.96306380000001,50,Summer,False,0.7522,"caution: international version this is a very nice phone for the price and i really wanted to keep it. however, this phone is an international version and will not work with the us 4g/lte bands on most carriers in the us, so you are stuck with a very nice, 3g phone.",True,72.57234310281981,73.24600000000001,0.6736568971801944
ORD088735,ID0581738968,2022-05-19,Thompson,"[('Thunder line', 1), ('Lucent 330S', 2)]",4640,27.975,-37.8047586,144.9263996,50,Autumn,False,2.02006,really? when i called to activate my phone the carrier stated the phone was lost or stolen. a waste of my time. be careful,False,55.15401850673768,55.95,0.7959814932623246
ORD263969,ID0581776477,2022-09-10,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",6765,58.753,-37.8091367,144.9372571,25,Spring,False,0.9484600000000001,"phone still looks brand new the phone arrived sooner than expected, looks great no scratches on screen (still in excellent condition) works great 👍. bought as a gift & was so blown away by the condition of this phone that i'm now looking forward to getting myself one",True,77.40129045150425,78.14149,0.7401995484957524
ORD347189,ID0373657257,2022-01-10,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('iAssist Line', 1)]",17025,39.999,-37.8111596,144.9295583,50,Summer,False,1.54913,"awesome! rooted it, got rid of the bloatware, and this phone rocks! should last for a long while....",True,80.4871486455496,79.998,0.4891486455495908
ORD072453,ID0711328116,2022-05-08,Thompson,"[('pearTV', 2), ('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",35700,65.14699999999999,-37.8078097,144.9567733,0,Autumn,False,1.0106899999999999,five stars cool phone,True,66.0833268874255,65.14699999999999,0.9363268874255084
ORD379869,ID2204643284,2022-04-11,Bakers,"[('pearTV', 2), ('Lucent 330S', 2)]",15080,27.489,-37.7990476,144.97836919999997,50,Autumn,False,1.9196400000000002,was dropping didn't even get to use it have to return it wasn't work with my provider,False,54.747994419958154,54.978,0.23000558004184768
ORD191883,ID1449308580,2022-06-10,Bakers,"[('Candle Inferno', 2), ('Thunder line', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",12130,32.66,-37.8171811,144.9887992,50,Winter,False,0.9796600000000001,i love it! learning knew things with it eveyday! still figuring out how everything works but so far it's been easy to use and understand. she does make me laugh at times,True,65.7937836325709,65.32,0.4737836325708997
ORD104319,ID0634775467,2022-11-28,Thompson,"[('pearTV', 2), ('Candle Inferno', 1), ('Toshika 750', 1)]",17370,75.868,-37.8110061,144.93910559999995,25,Spring,True,0.72449,i love it very good,True,100.78756826071692,100.90444,0.11687173928307004
ORD278906,ID2165149751,2022-07-04,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535,47.891000000000005,-37.818143799999994,144.9648496,25,Winter,False,0.41646000000000005,"i'm absolutely in love with this phone and no question is well, i already had the e4, and i loved to that phone so i was very excited to get the e5!! i had also ordered the custom case with it, even with the case, the phone is very light!! love it!!",True,62.48566782000549,63.69503000000001,1.2093621799945211
ORD164954,ID0364329206,2022-02-28,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Lucent 330S', 2), ('pearTV', 2)]",16455,75.536,-37.8015178,144.960204,25,Summer,True,1.69605,"four stars an excellent device, side bars do scratch though",True,101.9623849192764,100.46288000000001,1.49950491927639
ORD024785,ID0711331334,2022-10-03,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2), ('iStream', 1), ('pearTV', 2)]",25860,51.879,-37.806664399999995,144.9571479,50,Spring,True,1.11046,awesome this phone is in excellent condition i would say mint condition just three scratches excellent phone i would recommend this phone to anyone and its unlocked,True,103.9353391897076,103.758,0.17733918970760953
ORD377171,ID0282852644,2022-06-24,Bakers,"[('Olivia x460', 2), ('iAssist Line', 1), ('Universe Note', 1), ('iStream', 2)]",8425,33.455,-37.797307399999994,145.00907019999997,50,Winter,True,1.8645200000000002,"useless ! unaware phone came without a sim card. not a very good phone when you can't get a number, or call it,.",False,67.76664718168954,66.91,0.8566471816895387
ORD257202,ID0664378838,2022-03-30,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2)]",6585,46.893,-37.820444099999996,144.96626609999996,25,Autumn,False,0.35469,three stars led light doesn't work but everything else is fine,True,63.430948865842474,62.36769,1.0632588658424709
ORD343047,ID5058108346,2022-07-31,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,31.180999999999997,-37.82230420000001,144.96834840000002,50,Winter,False,0.42622,easy to use phone the phone is great for texting! it laso has a camera to take and send pics to other people's cell. it's easy to use once you get the hang of it.,True,62.54299596334823,62.361999999999995,0.18099596334823786
ORD013992,ID2005895261,2022-06-19,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2)]",9350,35.31,-37.802607,144.9658681,50,Winter,False,1.80897,"just as pictured! i loved this phone when it first came out and was happy to see i could still get this ""older"" model still! was beautiful and looked brand new when i got it. haven't had any problems with it at all. i will buy from this vendor again.",True,70.66497241900308,70.62,0.04497241900307358
ORD486976,ID0247025149,2022-07-16,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870,37.463,-37.814805,144.9710671,50,Winter,True,0.44246,purchased for 4 yr old granddaughter who primarily uses for istream. works great!,True,74.57523384978995,74.926,0.350766150210049
ORD367726,ID2074055712,2022-06-24,Bakers,"[('Olivia x460', 1), ('Alcon 10', 2), ('Thunder line', 2)]",23485,41.778999999999996,-37.8246811,145.00571580000005,25,Winter,False,1.87674,one star this phone was locked.,False,55.90157722142965,55.566069999999996,0.3355072214296513
ORD085697,ID6282174159,2022-09-15,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",16085,85.074,-37.8230804,144.97799519999995,0,Spring,True,0.89479,one star i wasn't able to activate was looked,False,87.2096113208882,85.074,2.135611320888202
ORD474687,ID1449431544,2022-06-18,Nickolson,"[('Olivia x460', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",12765,36.756,-37.814310299999995,144.97435080000002,25,Winter,False,0.6369,two stars bad reception and battery doesn't last.,False,48.619023405642906,48.88548,0.2664565943570949
ORD008742,ID4807112217,2022-12-01,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,50.089,-37.80058920000001,144.93735569999996,50,Summer,True,1.5935,works great i got this phone for my 75 year old dad because it looks just like the one he had that died. he is very happy with it and it works great. it is just a plain phone without an internet plan.,True,100.94389733767333,100.178,0.7658973376733371
ORD018130,ID0777832645,2022-05-11,Thompson,"[('iAssist Line', 1), ('Universe Note', 2), ('Toshika 750', 2)]",17765,68.312,-37.8038711,144.95831909999995,0,Autumn,False,1.39249,one of the best ! still one of my favorite phones. everything about the phone will satisfy your every need.(highly recommend),True,67.62704324206025,68.312,0.6849567579397444
ORD283896,ID1899262808,2022-08-13,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('pearTV', 1), ('Toshika 750', 1)]",19440,82.456,-37.8036883,144.9632345,0,Winter,True,1.7382900000000001,"unlocked best value with dual sim capabilities works perfect with metro , pubg is nice too! currently using both t mobile and att service works perfectly! metro pcs & h2o signals! h20 is only 10$ a month for a line & free sim card.",True,82.18666089772431,82.456,0.26933910227569413
ORD399145,ID5776644660,2022-12-10,Bakers,"[('pearTV', 1), ('Universe Note', 2)]",13210,47.05,-37.8007475,145.0034602,25,Summer,False,1.25843,junk junk,False,62.68334259027715,62.5765,0.1068425902771466
ORD026669,ID0373644692,2022-06-17,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('iStream', 1)]",7965,43.745,-37.808185200000004,144.9210748,50,Winter,True,2.34001,great i loved it it works perfectly!!,True,85.72103491536788,87.49,1.7689650846321143
ORD365972,ID0589419755,2022-03-17,Nickolson,"[('pearTV', 1), ('Thunder line', 2), ('Olivia x460', 1), ('Universe Note', 2)]",18795,33.137,-37.8096703,144.9726776,50,Autumn,False,1.03082,love the phone very good quality,True,66.16471769470365,66.274,0.10928230529634675
ORD044197,ID6167417888,2022-04-21,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,77.443,-37.81687279999999,144.95430469999997,0,Autumn,True,0.7895800000000001,please i was good i like the item,True,79.18199862800856,77.443,1.7389986280085594
ORD196874,ID0245537625,2022-07-13,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('pearTV', 1)]",7970,66.169,-37.811034,144.9649253,0,Winter,False,0.9348200000000001,i got this tablet for my dad after his old tablet bit the dust. he loves it! great tablet and features!,True,65.53040310516423,66.169,0.6385968948357714
ORD112255,ID4754129529,2022-04-05,Thompson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,84.01100000000001,-37.8086348,144.9229018,0,Autumn,True,2.1724,very good phone luv my note 5,True,84.77309828624854,84.01100000000001,0.7620982862485306
ORD112997,ID2189145409,2022-03-12,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Universe Note', 1)]",13625,65.225,-37.8106426,144.9560066,0,Autumn,True,0.81787,not compatible with total wireless i read a few questions that stated the phone was compatible with total wireless but i got the phone and found out that it was not. also i could not get the fingerprint scanner to work.,False,64.28592953174957,65.225,0.9390704682504207
ORD413466,ID0589500304,2022-01-08,Nickolson,"[('Universe Note', 2), ('pearTV', 1)]",13210,82.50299999999999,-37.8202279,144.9574109,0,Summer,True,1.0829,wrong item was shipped we received an sm-j500f instead of an sm-j500h universe j5 phone unlocked,False,80.95612815032369,82.50299999999999,1.5468718496762932
ORD280945,ID2242869370,2022-11-17,Bakers,"[('Toshika 750', 1), ('Thunder line', 2), ('iStream', 2)]",8980,63.269,-37.81220089999999,145.01597019999997,25,Spring,False,1.84025,great value definitely a great value,True,84.67426668479854,84.14777000000001,0.5264966847985306
ORD327027,ID0709970607,2022-10-07,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,104.98899999999999,-37.815354299999996,144.9355892,0,Spring,True,1.05273,good phone overall beautiful phone. great features. although with all the system updates it took half the internal memory right off the bat. i strongly suggest getting a memory card if buying this phone.,True,103.46452328243338,104.98899999999999,1.524476717566614
ORD013383,ID0529158784,2022-08-11,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1), ('pearTV', 1)]",19580,50.773999999999994,-37.8241224,144.93628069999997,25,Winter,True,1.58881,celular muy usado cel algo maltrato se nota demasiado el uso claro es de segunda mano,False,66.14718587010856,67.52942,1.3822341298914438
ORD287697,ID6221450545,2022-07-12,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",20790,33.332,-37.808788899999996,144.9829109,50,Winter,False,1.0919,great phone really like it...best bang for your buck right here,True,66.45305728101255,66.664,0.21094271898745376
ORD487430,ID0591435934,2022-07-21,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1), ('Universe Note', 1), ('Olivia x460', 2)]",19210,45.678000000000004,-37.8190545,144.96534230000003,25,Winter,True,0.37361,problemas con puerto de carga y humedad el teléfono me presento problemas con el puerto de carga a los 5 meses de comprado,False,59.00936212112155,60.75174000000001,1.7423778788784645
ORD156077,ID1479905320,2022-02-26,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Alcon 10', 2)]",26690,72.899,-37.820637299999994,144.95686659999996,25,Summer,True,1.1383299999999998,five stars works as expected. very happy,True,96.42332208152246,96.95567000000001,0.532347918477555
ORD466671,ID0664380046,2022-08-27,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,60.662,-37.821223700000004,144.96646769999995,0,Winter,False,0.39892,switched from alcon switched from alcon and like it a lot. takes getting use to a new os but happy i did it. only thing i miss on alcon is imessanger,True,62.38264162797353,60.662,1.720641627973528
ORD140294,ID1560149439,2022-01-25,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 2), ('iStream', 2)]",7660,92.811,-37.815892,144.9382513,0,Summer,True,0.85421,"he loves it. my son was very happy with it. he needed the phone, because his previous phone got wet.",True,93.60155034397917,92.811,0.790550343979163
