order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD212295,ID3924931350,2022-04-10,Nickolson,"[('iStream', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",22650,32.216,-37.815724100000004,144.9667437,50,Autumn,False,0.40381999999999996,"i love it, a very good phone and at a ... i love it, a very good phone and at a good price .. complied more than i expected. :) i recommend it and i want to buy another one.",True
ORD288929,ID6167265871,2022-12-09,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Olivia x460', 2)]",28990,73.992,-37.8153924,144.9666436,0,Summer,True,0.43871000000000004,"no storage after system updates, can't store apps on sd card phone is from late 2016. after required system updates there is no room for apps. sd card does not allow you to store apps on it because this phone does not update to android marshmallow.",False
ORD198039,ID4716795176,2022-08-03,Thompson,"[('Universe Note', 1), ('Toshika 750', 2), ('iStream', 2), ('iAssist Line', 2)]",16840,32.13,-37.8188818,144.9531234,50,Winter,True,0.8724299999999999,"just a series of problems. phone advertised as unlocked, but wouldn't receive texts on any other network. then, the speaker stopped working after a couple weeks due to a defect. never again.",False
ORD333876,ID0289597163,2022-03-29,Thompson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500,47.056999999999995,-37.81212670000001,144.95086909999995,25,Autumn,False,0.33969,a10 when i got the battery life i though wouldn't be good but it .asted a whole day and probably longer it quick and works great wouldn't want any other phone love it,True
ORD174350,ID0247020737,2022-11-08,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,75.08,-37.8129206,144.96905769999995,0,Spring,False,0.63315,"sensational phone, i love the universe note phones anazon renewed products are amazing!. just like new and will continue buying from digico.",True
ORD020749,ID1492410192,2022-02-28,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Universe Note', 2), ('Toshika 750', 2)]",20200,43.803999999999995,-37.802562,144.9637171,50,Summer,True,1.8468099999999998,two stars not happy but at least it’s cheap,False
ORD115590,ID3215192032,2022-12-29,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",21350,50.746,-37.8088537,144.9469016,25,Summer,False,0.42543000000000003,this is a great phone amazing worked great only prob is that the battery drains a little quick but other than that amazing phone,True
ORD072223,ID0034160610,2022-07-17,Nickolson,"[('pearTV', 1), ('iStream', 1)]",6460,69.58800000000001,-37.8051543,144.96910480000003,0,Winter,False,1.4966899999999999,"great phone, only issue was bluetooth connectivity. durable, fast solid and great display, perfect phone.",True
ORD399863,ID0030287517,2022-12-23,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,41.544,-37.7996411,144.9910159,50,Summer,False,1.2108700000000001,"beware used this phone for almost two weeks before it started giving me problems. it would have 90% battery then randomly turn off and indicate ""0% battery"". what a pain in the ass. and unfortunately, you can't replace the battery. i do like this phone, i hope they will send me a different one as i'm not opposed to trying again.",False
ORD486351,ID5322615232,2022-07-21,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 2)]",5310,39.643,-37.8093172,144.9340149,25,Winter,False,1.20728,bad experience it froze on me the first week,False
ORD264920,ID0767592577,2022-04-05,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125,50.221000000000004,-37.8079469,144.97350649999996,25,Autumn,False,1.2353,no good battery phone dies extremely fast but good for value,True
ORD458906,ID0628177510,2022-11-28,Thompson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500,47.919,-37.811341299999995,144.9475256,50,Spring,True,0.15361,... the chance and this phone has been nothing but great so far i'm always sceptical to buy such big things online but i took the chance and this phone has been nothing but great so far. it works well and it comes in a nice package where it's protected. i recommend. 10/10!,True
ORD284402,ID0529204801,2022-05-30,Thompson,"[('pearTV', 2), ('iStream', 2), ('Alcon 10', 1)]",21870,41.931999999999995,-37.823661200000004,144.9369122,50,Autumn,True,1.51453,great battery life and smooth operation battery life is amazing,True
ORD328083,ID0130042868,2022-08-30,Thompson,"[('Thunder line', 2), ('Alcon 10', 2)]",22260,72.542,-37.8030876,144.9296926,0,Winter,False,1.8638700000000001,four stars very happy with my perches,True
ORD453435,ID6167266613,2022-08-03,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 1), ('pearTV', 1)]",12005,48.323,-37.81264,144.9651106,25,Winter,False,0.76935,five stars nice,True
ORD019387,ID0746912549,2022-11-24,Nickolson,"[('iAssist Line', 1), ('iStream', 2), ('pearTV', 2)]",15145,52.839,-37.82516500000001,144.9827752,50,Spring,True,1.3737,would buy again great phone in great condition. there was some screen burn in which is to be expected.,True
ORD101030,ID5002592914,2022-04-20,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",11950,32.101,-37.8120434,144.9518353,50,Autumn,False,0.42499,"fast delivery and works great! item just as described, fast delivery and works great!",True
ORD418490,ID1560149589,2022-01-16,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",14000,74.08800000000001,-37.8158159,144.9369455,0,Summer,False,0.9565299999999999,almostnew very good seller. phone is pretty new.,True
ORD100669,ID0257506564,2022-03-22,Thompson,"[('iStream', 1), ('Olivia x460', 1)]",1375,35.836,-37.7995634,144.9632243,50,Autumn,False,2.0368,"better off keeping the u640 the standby is far better then todays have this for 10 years now, i can get about 15 days on standby, todays being cheaper and thinner get about 5 days on standby",True
ORD464945,ID4973179165,2022-05-13,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,82.42200000000001,-37.8051249,144.9614898,0,Autumn,True,1.5213700000000001,just like a new cellphone very good!,True
ORD247351,ID0844412409,2022-06-02,Thompson,"[('Universe Note', 2), ('iAssist Line', 1), ('Alcon 10', 1)]",18075,61.042,-37.8209085,144.94733169999995,0,Winter,True,0.9170200000000001,i'll never buy refurbished digico phones again! not worth the hassle,False
ORD062405,ID0417273054,2022-10-04,Bakers,"[('pearTV', 1), ('iStream', 1), ('Lucent 330S', 1)]",7690,58.773999999999994,-37.80926229999999,144.9838244,25,Spring,False,1.00658,"great phone, beautiful screen and fast great phone, beautiful screen and fast.",True
ORD352513,ID0243963295,2022-05-02,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,32.141,-37.81970689999999,144.9721401,50,Autumn,False,0.25914,five stars very much satisfied,True
ORD203832,ID1327054079,2022-06-29,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Candle Inferno', 2), ('iStream', 1)]",15855,47.711000000000006,-37.813601899999995,144.9648752,25,Winter,False,0.69138,"great phone for the money! so far i love this phone! though it is an ""older phone"" as pointed out by the verizon tech who helped me activate it, it was also much easier on the wallet. the one i received looked brand new. activation cost me nothing. . .",True
ORD238044,ID0638051739,2022-02-16,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,66.7,-37.8180536,144.96622380000005,25,Summer,True,0.29872,love it hubs love it..,True
ORD260252,ID0711331508,2022-04-18,Thompson,"[('pearTV', 2), ('Universe Note', 1)]",16070,81.34100000000001,-37.8072938,144.9564787,0,Autumn,True,1.02148,good value buying returned phones is always a flip of the coin. this one was a good one so far especially for the price.,True
ORD157770,ID3360746842,2022-09-30,Bakers,"[('Candle Inferno', 2), ('iStream', 1), ('Thunder line', 1), ('Lucent 330S', 1)]",4420,85.17299999999999,-37.8043781,144.99329680000002,0,Spring,True,0.64813,cannot be used on a post-pay plan falsely advertised as able to be actived on verizon network.,False
ORD332900,ID6167254919,2022-10-09,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('Alcon 10', 1)]",12550,55.203,-37.818256700000006,144.96481780000005,25,Spring,False,0.41791999999999996,"great phone in synthesis good phone, quite fast compared to what we had j7. excellent battery life and performance",True
ORD369795,ID0845658166,2022-07-15,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Toshika 750', 1)]",13670,42.941,-37.8186091,144.9679892,25,Winter,True,0.13735,useless as a phone! total crap! nothing worked and ate up my included data just trying to get it set up! instruction book is short and useless! kept downloading every time i turned it on and stopped me from making a 911 call.,False
ORD347218,ID4353912800,2022-12-24,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",13320,44.867,-37.8250773,145.01499980000003,50,Summer,False,2.41663,"appreciated customer. didn't read it didn't come with a stylus , couple dings but nothing major. great phone. 100% satisfied. thank you.",True
ORD231145,ID0664378473,2022-08-06,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680,58.983999999999995,-37.8200177,144.9670299,0,Winter,True,0.27245,"caro muy caro, para pocas propiedades",False
ORD268141,ID0560997115,2022-06-22,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 1), ('pearTV', 2)]",21750,25.494,-37.8106031,144.9360887,50,Winter,False,0.9927600000000001,it was smoking battery was smoking and burned me so i threw it away do not buy,False
ORD114120,ID0301544536,2022-01-17,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,54.672,-37.8199086,144.9507783,25,Summer,False,0.86897,"very good phone, never going back to pear very good phone, never going back to pear. would buy a non-edge version if i had the chance, makes the phone more sensible to falls and i don't find the edge screen functionality much useful.",True
ORD051840,ID0248746735,2022-09-27,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,36.82,-37.8155739,144.9971507,50,Spring,False,0.64342,it worked well for me i am very satisfied. i am using it everyday. i also got the products very quickly. glad to have purchased this product.,True
ORD235807,ID0710016066,2022-11-26,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Alcon 10', 2), ('Universe Note', 1)]",22875,69.09899999999999,-37.8162373,144.9336836,25,Spring,True,1.24217,"two stars the phone is locked, so i did not get what i bargained for.",False
ORD391239,ID2190561011,2022-12-24,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('iStream', 1), ('iAssist Line', 1)]",17455,35.907,-37.81414960000001,144.9632052,50,Summer,False,0.74584,"we love them! durable i bought two of these, one for my bf and one for myself. we love them! durable, easy to use, over all wonderful!",True
ORD118937,ID0283059737,2022-02-08,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",23080,57.888999999999996,-37.79976170000001,144.99708059999998,25,Summer,False,1.15081,great deal price was fair and fast delivery,True
ORD285007,ID6167489408,2022-03-24,Thompson,"[('pearTV', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('iStream', 1)]",18445,67.885,-37.809289899999996,144.960402,0,Autumn,True,1.23157,totally not satisfied there is a mark on screen from the day it came and there is lot of heating issue with phone,False
ORD016527,ID3157171392,2022-08-28,Nickolson,"[('Olivia x460', 2), ('iStream', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",5405,67.078,-37.8211532,144.95613649999999,0,Winter,False,1.21348,used way better than new this is a used s7 so what is there to dry other than it works great. if you buy a used phone name sure you can get a new sim card if your network provider requires one such as sprint,True
ORD213216,ID3219564147,2022-03-19,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Thunder line', 1), ('Alcon 10', 1)]",12655,77.975,-37.8072682,144.9487803,0,Autumn,True,0.62021,great phone i really enjoy this phone. i needed a fast replacement as my older phone was starting to go bad. i heard amazing things about the camera but had no idea how it amazing it was until i took it on a recent trip to asia. the pictures were amazing and the night sight feature can't be beat.,True
ORD370477,ID6167289308,2022-09-25,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Thunder line', 2), ('Universe Note', 1)]",21080,104.925,-37.807644399999994,144.970441,0,Spring,True,1.2215,they helped karen helped me out a lot thank you,True
ORD138986,ID0702452232,2022-09-05,Thompson,"[('iAssist Line', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",17720,104.34700000000001,-37.805207700000004,144.9418407,0,Spring,True,0.94976,i like it i like the light weight and storage space.,True
ORD135152,ID5668009840,2022-01-14,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2), ('pearTV', 1), ('iStream', 2)]",26735,65.223,-37.8106951,145.01529069999995,25,Summer,True,1.7657900000000002,"it was not able to be used by sprint, ... it was not able to be used by sprint, will need to call olivia to receive proper coding to unlock phone, phone could be have been stolen. it is not worth the effort for an older phone.",False
ORD201328,ID2347007258,2022-04-19,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1), ('Thunder line', 2)]",12130,66.708,-37.8238502,144.9836936,0,Autumn,False,1.37432,nice phone..... works great ! one of the best phones i've ever had! i would recommend to anyone that likes android phones,True
ORD225368,ID0846591605,2022-01-25,Nickolson,"[('Olivia x460', 2), ('pearTV', 2), ('iAssist Line', 2)]",19520,70.157,-37.8220446,144.96977009999995,0,Summer,False,0.38448000000000004,excellent phone great phone,True
ORD264799,ID2237521759,2022-10-18,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2), ('Olivia x460', 1)]",8985,73.77199999999999,-37.8105799,145.0007616,25,Spring,True,0.49063,nice. came perfect. bought this for my grandmother because she wanted to join team alcon. i think she’ll be super pleased.,True
ORD315481,ID0364861093,2022-11-01,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",23015,63.876000000000005,-37.8253445,144.95999809999995,0,Spring,False,1.12699,one star verizon was not able to activate phone.,False
ORD043016,ID0608812335,2022-01-11,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('Toshika 750', 2), ('Thunder line', 1)]",24300,37.619,-37.8170472,144.96404990000005,50,Summer,True,0.51352,"one star iam very dissapointed with this device. only windows phone 8,",False
ORD197981,ID6021320963,2022-04-09,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2), ('Thunder line', 2), ('pearTV', 1)]",19440,32.967,-37.8165715,144.93772019999997,50,Autumn,False,0.92963,olivia focus great solid phone. it is a bit old now ( released in 2010) but the focus is very responsive and windows 7.5 doesn't feel antiquated at all. love it!!!,True
ORD497125,ID0163654119,2022-10-03,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270,36.1,-37.8197635,144.9743772,50,Spring,False,0.44388,good value good product,True
ORD213100,ID4028046129,2022-01-13,Bakers,"[('Thunder line', 2), ('Lucent 330S', 1)]",5590,60.141999999999996,-37.811721999999996,145.0119814,25,Summer,False,1.4855,five stars excellent product,True
ORD250999,ID2810324704,2022-10-08,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",8560,44.776,-37.8071583,144.9749101,50,Spring,True,1.35753,!!do not buy!!! !!!do not buy!!!i was sold a blackisted phone.when i received phone it was on a non pay list meaning previous owner of phone didn't pay bill and the phone and it's serial number was useless i can't use it as a cellar phone as verizon will not assign it a sim card because of its being on a non pay list,False
ORD018100,ID0767583089,2022-09-17,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",11180,59.783,-37.80793170000001,144.97170380000003,25,Spring,False,1.20201,"go for it and buy it!!! really great mid-range phone it's cameras are amazing and it's a fast and responsive, i switched from my alcon 6s to this underrated phone. bottom line this is a worthy purchase.",True
ORD271813,ID1257406547,2022-01-10,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 1)]",10180,46.768,-37.8019718,144.99397040000005,50,Summer,True,0.9001100000000001,completely satisfied phone came in pretty much new condition came with a knock off charger but besides that the phone works perfectly,True
ORD360455,ID0634783578,2022-07-23,Thompson,"[('Universe Note', 1), ('Olivia x460', 1), ('iStream', 2), ('pearTV', 1)]",11285,39.108000000000004,-37.8122336,144.9365521,25,Winter,False,0.92617,one star it freezes up shuts off on me,False
ORD455799,ID0594206707,2022-02-12,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('iStream', 2), ('Toshika 750', 2)]",15750,34.63,-37.8165186,144.9646209,50,Summer,False,0.4913,"well worth the money. well worth the money, one of the best phones i've ever owned.",True
ORD284932,ID4637139136,2022-08-14,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085,62.875,-37.808877100000004,144.94719709999995,0,Winter,False,0.42272,great phone worth the money. this phone is amazing. i like the phone more then any of my others. it is fast whole loading things. it is pricey but worth it. the 360 camera is a cool add on.,True
ORD205000,ID0781155240,2022-02-26,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",8435,62.175,-37.800953299999996,144.9429625,25,Summer,True,1.35369,"no charger??, my phone did not come with charger or any other accessory why????",False
ORD315283,ID0361282814,2022-04-06,Bakers,"[('Universe Note', 2), ('Alcon 10', 2), ('Candle Inferno', 1), ('pearTV', 1)]",31540,41.618,-37.8015905,144.98209319999995,50,Autumn,True,1.48689,phone is great love this phone. i was a little unsure about the curved screen at first but it i actually love the look and feel of it now. upgraded from an s5 and the difference is amazing.,True
