order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD383816,ID0030946385,2022-06-25,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2)]",5310,64.08,-37.800397,144.9726155,25,Winter,True,2.0436,"great phone for the price great phone for the price. bought for my teenage son, he has no issues with it",True
ORD490267,ID6167489435,2022-12-19,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",11725,46.661,-37.8119848,144.9592624,25,Summer,False,1.07507,not worth it battery problems from the beginning. was a gift for someone so return was impossible. metro pcs store was not helpful,False
ORD445845,ID0579507946,2022-05-01,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",1955,62.41,-37.8137982,144.9484119,0,Autumn,True,0.17214,two stars the pen doesn't work on the screen,False
ORD498011,ID0777759525,2022-07-18,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,47.536,-37.8060188,144.9570796,25,Winter,True,1.15058,"phone is junk reception is awful compared to my s7, digico wouldnt take it back either , still has plastic on it. complete junk and waste of $1000",False
ORD069886,ID0576875477,2022-05-15,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2), ('pearTV', 2)]",34880,64.29,-37.8192916,144.9788269,0,Autumn,True,0.8193600000000001,"dual screwups this review is for screwups either from olivia or digico. i ordered the us version twice and both times i received the international dial sim version with on the box stickers saying that it was us variant. having a dual sim is nice , but no cdma would not work for me",False
ORD347473,ID0711328220,2022-12-02,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",7210,96.802,-37.807933399999996,144.9578607,0,Summer,True,1.08589,"good refurbishment. works perfectly, really clear screen, (best olivia model phone ever), only problem, the replacement bezel used in this refurbishment is even cheaper than original olivia one, silver paint chips off even when in protective case.",True
ORD469590,ID0245494068,2022-05-01,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Universe Note', 2), ('Lucent 330S', 1)]",18305,68.74600000000001,-37.8037766,144.9602017,0,Autumn,False,1.52145,works perfectly great condition,True
ORD145934,ID0547568822,2022-11-27,Bakers,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2), ('pearTV', 2)]",41780,56.762,-37.8129835,144.988359,25,Spring,False,0.68988,"easy to use, responds quickly, great screen brightness.",True
ORD151631,ID6167231005,2022-10-26,Thompson,"[('iStream', 1), ('Candle Inferno', 1)]",580,30.324558143749165,-37.8172549,144.9531826,50,Spring,False,0.74106,"do not buy! this only my 4th device purchased on digico and not a single one has actually been as described! not a verizon device, meaning not all functions will fully work! do not buy!!!",False
ORD477990,ID0364329206,2022-09-21,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",13280,54.268,-37.8015178,144.960204,50,Spring,True,1.69605,hard to tel if this is used phone it is like a brand-new phone for a very low price. one of the best purchase i made this year overall nothing negative about this note 9 used phone.,True
ORD290449,ID6167254956,2022-07-23,Nickolson,"[('iStream', 2), ('Candle Inferno', 2)]",1160,30.817200558914813,-37.8165829,144.9700231,50,Winter,False,0.2278,love that you can use your cell phone to call thunder or line. you can also use thunder and line as intercoms.,True
ORD264520,ID4391710425,2022-05-26,Nickolson,"[('Alcon 10', 2), ('pearTV', 2), ('Thunder line', 1)]",32700,32.258663539351474,-37.8149457,144.9647656,50,Autumn,False,0.5849,five stars satisfied love the phone speedy delivery good price recommended a++,True
ORD081848,ID0127598558,2022-06-26,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,63.536,-37.80723820000001,144.9426792,0,Winter,False,0.71769,hi ticket quality item a bit pricey but worth it. facial recognition works as password,True
ORD425326,ID1283634746,2022-07-29,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,69.83225484868056,-37.8007651,144.95855480000003,0,Winter,False,1.66662,perfect shape exactly what i was expecting for. in perfect shape. value for money.,True
ORD411333,ID0844489496,2022-04-02,Thompson,"[('Thunder line', 2), ('Universe Note', 2), ('Lucent 330S', 2), ('pearTV', 1)]",20030,80.308,-37.8209271,144.94757380000001,0,Autumn,True,0.9198700000000001,the phone looks great almost no sign of wear and tear received phone in a general box. the box included a aftermarket charger. no headphones. the phone looks great almost no sign of wear and tear. i'm pleased with it.,True
ORD357550,ID4754200365,2022-06-05,Thompson,"[('iStream', 1), ('Candle Inferno', 1), ('Universe Note', 2), ('Thunder line', 2)]",11840,70.959,-37.8149857,144.9274207,0,Winter,False,1.7469599999999998,would recommend digico had to replace but did it quickly but ... would recommend digico had to replace but did it quickly but love this phone buy a 10.000amper bat. and your set. and a 64gb sd card also.,True
ORD315877,ID0591320182,2022-12-06,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,48.69,-37.825325799999995,144.95693359999999,25,Summer,False,1.33877,broken phone. the phone is broken and will not read any sd cards.,False
ORD316603,ID0168377553,2022-09-19,Nickolson,"[('Thunder line', 2), ('pearTV', 2), ('iAssist Line', 2)]",21430,39.811,-37.8115182,144.9609941,50,Spring,False,1.08941,"speed and user friendly i like my new phone, very happy.",True
ORD162958,ID2353534946,2022-01-05,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2)]",11100,63.854,-37.800036,144.9633442,25,Summer,False,2.00695,"five stars great phone, no issues.",True
ORD351969,ID2948774578,2022-11-13,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",17710,79.783,-37.808114700000004,144.96874219999995,0,Spring,False,1.1688,great storage and style! absolutely loved this phone. i wish the battery life lasted longer though. i uber and i’d have to charge my phone every hour. but other than that it’s great!,True
ORD017620,ID0581772978,2022-10-17,Thompson,"[('iStream', 2), ('Universe Note', 2)]",7200,54.431000000000004,-37.811389299999995,144.9442361,25,Spring,False,0.28720999999999997,price excellent,True
ORD156030,ID2183273514,2022-05-02,Nickolson,"[('Thunder line', 2), ('iStream', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",17750,50.402,-37.8073743,144.9629188,25,Autumn,False,1.37852,three stars excellent no flash though.,True
ORD049285,ID0814816065,2022-07-24,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500,24.385,-37.815294200000004,144.9751559,50,Winter,False,0.6147699999999999,this phone started to glitch out at the same time the speaker went out i purchased this phone in june it is now october and the speaker for the phone sounds like it's underwater completely blown out i've never had a phone do that there has been no damage to the phone really annoyed as i got this for work,False
ORD253771,ID0030946624,2022-09-09,Nickolson,"[('Thunder line', 1), ('pearTV', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",13370,53.372,-37.804264399999994,144.97139380000004,50,Spring,True,1.60345,"so we got him this one and it works great. my son shattered his first phone, so we got him this one and it works great.",True
ORD429468,ID2190567601,2022-03-21,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 1)]",11100,38.181999999999995,-37.818020600000004,144.96488530000005,50,Autumn,True,0.41523999999999994,"olivia note9 more than ""renewed"" working well with t-mobile prepaid plan, not seen any cosmetic damaged or mechanical defect so far, ""excellent condition"".",True
ORD114408,ID0767582995,2022-12-28,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,39.015,-37.8080376,144.9715831,50,Summer,False,1.1887299999999998,user friendly phone. a great piece of technology. very fast charge rate.,True
ORD023587,ID0589424475,2022-05-28,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('iStream', 2)]",5090,79.27,-37.8095716,144.97259619999997,0,Autumn,True,1.03954,olivia s-7 phone is quit good,True
ORD124356,ID1479930083,2022-10-04,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Olivia x460', 1)]",6405,104.031,-37.8204334,144.9566814,0,Spring,True,1.15004,"five stars best phone i have ever had, so responsive, takes excellent pictures and super resilient(dropped from 10 ft no damage)",True
ORD394113,ID0711333382,2022-12-20,Thompson,"[('iAssist Line', 2), ('pearTV', 1), ('Candle Inferno', 2)]",11620,96.03399999999999,-37.8068167,144.9579302,0,Summer,True,1.15648,amazing phone. everything i wanted is included as a feature on this phone. and since its android a lot of extra things i didn't know i can do to.,True
ORD272802,ID3215106466,2022-10-04,Thompson,"[('Alcon 10', 1), ('iStream', 2), ('iAssist Line', 1), ('Lucent 330S', 2)]",13935,96.87200000000001,-37.810649100000006,144.9494555,0,Spring,True,0.30793000000000004,"no expandable storage. wah. liking the device so far, have yet to find all the neat new things. only complaint is that i ordered a kinda blue pixel 2. but received a gray pixel 2.",True
ORD090012,ID5424203733,2022-01-01,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 2), ('Universe Note', 2)]",9810,53.22,-37.8187211,144.97710569999995,25,Summer,False,0.66447,good phone very nice phone. price drop after i bought it. recommend buying xiaomi 9,True
ORD234201,ID0634779299,2022-08-05,Thompson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Thunder line', 1)]",8950,76.449,-37.8135093,144.9378039,0,Winter,True,0.8200799999999999,excellent phone everything was as expected,True
ORD102941,ID0577516814,2022-01-27,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1)]",5550,77.223,-37.824327600000004,144.97310990000003,0,Summer,True,0.7107399999999999,poor reception bought this phone for texting & talking. reception for talking breaks in and out. wasted $50 since best buy charges $45 to restock.,False
ORD283064,ID0207085868,2022-07-05,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('iStream', 2), ('Thunder line', 2)]",31200,41.192,-37.810457799999995,145.0115275,50,Winter,True,1.43404,"ideal backup phone for a ten-year alcon user not recommend for ten-year alcon user like me, but it is really a ideal backup cell phone for everyday usage. yes, it shows potential of huawei and can’t wait for its mate x foldable phone.",True
ORD166123,ID1458422329,2022-03-17,Bakers,"[('Universe Note', 1), ('pearTV', 1), ('Candle Inferno', 2), ('iStream', 2)]",10920,61.214601151420375,-37.8169167,145.00879730000003,25,Autumn,True,1.42008,great product. arrived fast. great product.,True
ORD245360,ID0591408084,2022-03-08,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,39.535,-37.82145560000001,144.9613468,50,Autumn,True,0.7885800000000001,great product for my 8 year & affordable.. had 2 months & no problems,True
ORD050182,ID0021579166,2022-04-03,Nickolson,"[('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9930,54.84,-37.8227378,144.9851622,0,Autumn,False,1.44813,can i used this phone with cricket? can i used this phone with cricket?,False
ORD176903,ID0575524478,2022-06-14,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",7675,51.659,-37.82020670000001,144.9815597,0,Winter,False,1.07111,phone is not a good buy. phone was not working correctly. requested to return but was not aware that the return label was emailed. should have been mailed to the same address item was received at. unsatisfied.,False
ORD491484,ID1833110267,2022-12-21,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",23450,35.407,-37.8172189,144.9680139,50,Summer,True,0.20429,el celular no acepta mi chip estimados el celular que compré no está liberado no puedo usarlo,False
ORD202796,ID0591432240,2022-06-09,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Thunder line', 1), ('iAssist Line', 2)]",10310,31.579,-37.819973,144.96184580000005,50,Winter,False,0.6947,five stars yes it did,True
ORD129794,ID0137154094,2022-08-15,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('Toshika 750', 1)]",16440,79.23899999999999,-37.8008619,144.94484169999996,0,Winter,True,1.32931,solid phone with good battery the performance on the phone is great for reading news and watching youtube. the battery lasts me about 16-20 hours with moderate usage,True
ORD257362,ID5427967045,2022-02-15,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('pearTV', 1)]",12855,51.173,-37.799984,144.96105480000003,25,Summer,False,1.87304,don't buy its very low quantity sent in for warranty battery will not charge right.because a crack in the camera lens they will not warranty or repair the device.,False
ORD178569,ID2207661102,2022-05-04,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",13065,33.76558205253788,-37.7998801,144.94600280000003,50,Autumn,False,1.42717,the best.. super phone. very good quality.,True
ORD321060,ID0767584026,2022-06-27,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Thunder line', 1), ('Universe Note', 2)]",15860,58.961000000000006,-37.807686499999996,144.9705908,25,Winter,True,1.21774,"great device/ poor battery the price for the phone was great and it works well other than the battery life. i know it's refurbished, but i expected the battery life to be a bit better.",True
ORD184015,ID0441996193,2022-02-09,Bakers,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360,39.079,-37.8210294,145.00084760000001,50,Summer,False,1.32376,loving it pretty great,True
ORD029016,ID2384157684,2022-10-13,Bakers,"[('pearTV', 1), ('Lucent 330S', 1)]",7540,52.198,-37.8007984,145.0054278,50,Spring,True,1.36104,good ifin x can’t say anything bad. like the phone and haven’t had issues. 90%battery life when it arrived.,True
ORD286119,ID0030240831,2022-01-20,Thompson,"[('pearTV', 2), ('Thunder line', 2)]",16980,80.61399999999999,-37.8007885,144.9570861,0,Summer,False,1.5894700000000002,cool so much cheaper than a alcon.,True
ORD330652,ID5002594974,2022-03-12,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Toshika 750', 1)]",11520,38.942,-37.812445200000006,144.95179950000005,50,Autumn,True,0.4168,liked it excellent as stated,True
ORD320435,ID0591274706,2022-06-28,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Alcon 10', 1), ('Universe Note', 2)]",18450,50.492,-37.8239191,144.9562884,25,Winter,False,1.30817,great seller works really just like new,True
ORD296623,ID1681675844,2022-08-20,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2)]",5680,34.12,-37.809818299999996,144.97650280000005,50,Winter,False,1.1525100000000001,four stars great,True
ORD094624,ID0844489296,2022-04-04,Thompson,"[('iStream', 1), ('Lucent 330S', 1)]",1380,67.005,-37.820952500000004,144.9480914,0,Autumn,False,0.9259999999999999,fun and useful. we're still learning new tricks and useful functionalities. this is the future of human to computer interface and household automation. just like star trek! who knew it would be here so soon?,True
ORD499269,ID0581776548,2022-10-03,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,98.111,-37.8099611,144.94349309999996,0,Spring,True,0.43593000000000004,five stars gift,True
ORD110942,ID6167489382,2022-03-15,Thompson,"[('iAssist Line', 2), ('iStream', 1)]",4600,65.054104672945,-37.80985689999999,144.958443,0,Autumn,True,1.04826,cuidado lucentrola g7 graves problemas de conectividad con señal 4g,False
ORD118877,ID3807748046,2022-08-06,Bakers,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125,30.549,-37.8066916,144.9982085,50,Winter,False,0.45148999999999995,"not bad quality phone works and looks great, stylus looked like dog ate it. no other issues noted. happy overall with product and transaction.",True
ORD102626,ID0206204601,2022-02-24,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 2), ('iStream', 2)]",26330,58.11600000000001,-37.8187937,144.91685259999997,25,Summer,False,2.74315,not unlocked. does not work phone is not unlocked. i put 3 popular service providers sim cards and none of them will work. the call failed or msg failed. do not buy phone is not unlocked to any service provider.,False
ORD136699,ID2841675052,2022-01-22,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,37.95,-37.8089313,144.9658354,50,Summer,False,1.12427,best pocket-sized phone ever i love how it fits in my pockets and it takes better pictures than my old alcon.,True
ORD484400,ID0247417836,2022-11-15,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('pearTV', 2)]",21560,40.913000000000004,-37.8181955,144.9689649,50,Spring,True,0.06807,"teléfono 2da mano, no me servio. se descarga muy rápido y las llamadas no entran, tengo que llamar por whasapp. no me gusta para nada.",False
ORD044114,ID6245731081,2022-02-28,Nickolson,"[('Candle Inferno', 2), ('iStream', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",6560,76.13,-37.810583799999996,144.977713,0,Summer,False,1.14476,the best the best,True
ORD295376,ID0746921973,2022-10-25,Nickolson,"[('Candle Inferno', 1), ('iStream', 2), ('Toshika 750', 2)]",9370,54.343999999999994,-37.824085,144.9850699,50,Spring,True,1.49521,olivia cellphone i am well pleased with the performance i am able to adapt it to my needs and my att program.,True
ORD113313,ID1728560685,2022-12-04,Thompson,"[('Thunder line', 2), ('Olivia x460', 2)]",6810,48.628,-37.8216996,144.93661200000003,25,Summer,False,1.36205,received broken item showed up with off brand charger and adapter and a shattered camera. would not recommend.,False
ORD063982,ID3114181727,2022-01-23,Nickolson,"[('Thunder line', 1), ('pearTV', 2)]",14800,73.907,-37.810799100000004,144.96369330000005,0,Summer,False,1.00919,five stars iam happy,True
ORD327308,ID0400812567,2022-07-18,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Universe Note', 2)]",18300,60.226000000000006,-37.8236871,144.95599199999995,25,Winter,True,1.32016,best price love it,True
ORD497681,ID0949544839,2022-01-07,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('iStream', 2)]",5980,105.81200000000001,-37.799896399999994,144.9289558,0,Summer,True,2.13558,good phone bought it refurbished and already unlocked. took it to metro all went great. phone condition i'll give 8.5. i'm happy with it.,True
ORD417918,ID0588194333,2022-01-01,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",17510,35.555,-37.8144895,144.97217880000005,50,Summer,False,0.5121100000000001,excellent phone very good device,True
ORD291982,ID2189273815,2022-03-24,Nickolson,"[('iStream', 1), ('Toshika 750', 2), ('Candle Inferno', 1), ('Lucent 330S', 2)]",11680,48.100521399017715,-37.819300899999995,144.96111100000005,25,Autumn,True,0.74632,this phone is a piece of crap do not buy a olivia universe j7 perx this is the worst phone i have ever owned it constantly freezes up it runs slow the battery overheats i have to restart the phone 4 to 5 times a day i will never buy another phone like this one,False
ORD255339,ID3215191980,2022-07-13,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",9780,77.789,-37.8064033,144.95547340000005,0,Winter,True,1.0166,good international new its good slim and looks exactly as shown,True
ORD275450,ID4740822066,2022-08-17,Thompson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,78.757,-37.80362120000001,144.9497577,0,Winter,True,1.03502,excellent amazing,True
ORD047913,ID0711788005,2022-10-23,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Lucent 330S', 2), ('iStream', 1)]",9380,49.638000000000005,-37.817887299999995,144.94664719999997,50,Spring,True,0.5816,"works good, ni issues",True
ORD160614,ID1985557931,2022-05-31,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 2)]",17760,48.631,-37.8137458,144.9686324,25,Autumn,False,0.54581,five stars thanks good price,True
ORD180498,ID1449496101,2022-11-08,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 2), ('iAssist Line', 2)]",8070,40.927,-37.8239706,144.98478799999995,50,Spring,False,1.46738,all loved the phone liked the price.,True
ORD168033,ID1404234341,2022-11-13,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",5910,47.458999999999996,-37.8106886,144.9970119,50,Spring,True,0.17449,"phone operates well the phone works great, bought it as a gift.",True
ORD317756,ID0847528076,2022-07-29,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 1)]",2455,54.68600000000001,-37.823695,144.96721589999999,25,Winter,True,0.6037100000000001,great phone put a screen protector on before you use and you're good to go as the screen can't shatter but it scratches easier. excellent phone!,True
ORD311601,ID1037982504,2022-05-28,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125,34.353,-37.803658899999995,144.962961,50,Autumn,False,1.72058,even bought another one for my mom very good for the price very impressed with re furbished phone,True
ORD346901,ID0283334486,2022-12-30,Thompson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,80.404,-37.7998732,144.95414219999995,0,Summer,False,1.55474,five stars nice phone.,True
ORD263511,ID0579399006,2022-07-09,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 1), ('iStream', 1)]",15685,74.786,-37.81846029999999,144.97359640000005,0,Winter,True,0.35605,excellen excellent quality product,True
ORD196662,ID4234925766,2022-07-06,Nickolson,"[('iStream', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",5825,33.985,-37.8045747,144.9674681,50,Winter,False,1.57141,bought it on sale for christmas gift and we'll worth the money. does everything needed with good functionality. easy to use for those not too tech savvy.,True
ORD389244,ID0681285284,2022-01-14,Bakers,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450,34.419000000000004,-37.8080677,144.9917146,50,Summer,False,0.37653000000000003,i would definitely recommend it to others since it is a good value for money product.,True
ORD366257,ID6167236682,2022-02-26,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1)]",13050,36.93437563169844,-37.8109284,144.9673354,50,Summer,False,0.8753799999999999,great phone. really good product. bought this for my wife and now i'm thinking of getting one for myself.,True
ORD389347,ID0746912600,2022-05-26,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('iStream', 1)]",6170,33.701,-37.8243928,144.98458169999995,50,Autumn,False,1.47084,it is very handy great when i don't want to use a computer and i can take it anywhere,True
ORD173424,ID0579970446,2022-04-29,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Universe Note', 1), ('pearTV', 2)]",21620,60.32899999999999,-37.8118289,144.94598190000005,0,Autumn,False,0.13405999999999998,best phone ever!! love the larger screen. hated the pear 6 phone getting slower and slower. learning g all the new functionalities of the phone.,True
ORD458202,ID0591408819,2022-07-16,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655,64.566,-37.8194178,144.96121019999995,0,Winter,False,0.73915,great phone got it in three days and it was easy to get phone on a data plan,True
ORD028593,ID2935371904,2022-08-30,Bakers,"[('Toshika 750', 2), ('iStream', 2)]",8940,70.23899999999999,-37.824876399999994,144.99166169999995,0,Winter,False,1.68592,five stars so far so good,True
ORD491399,ID5058108345,2022-03-14,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,47.856,-37.82350039999999,144.96901530000005,0,Autumn,False,0.54808,phones are not as advertised these cannot possibly be certified refurbished as stated. both phone batteries were so dead when i received them it took a day to charge. one phone has a camera that does not work.,False
ORD285199,ID0664379624,2022-06-30,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Lucent 330S', 1)]",14150,37.468,-37.8209865,144.9660368,50,Winter,True,0.40788,beautiful phone for affordable price beautiful phone design. works on t-mobile 4g lte. love it!,True
ORD296450,ID0703556755,2022-07-20,Thompson,"[('pearTV', 1), ('Alcon 10', 2), ('Thunder line', 2), ('Toshika 750', 2)]",37210,66.27,-37.8068782,144.9560174,0,Winter,False,1.01758,"great phone i've had several alcons and this is far better. the design is excellent. camera and video are top-notch. xp drive is flawless. last but not least, now that i'm used to this screen i couldn't go back to an alcon.",True
ORD460487,ID6202471439,2022-02-07,Nickolson,"[('iStream', 2), ('iAssist Line', 2)]",4750,74.059,-37.821433299999995,144.9812586,25,Summer,True,1.07689,"wish they mentioned it didn't have headphones with it. for the first time ever, i received a phone exactly as it's described... ""like new""... thank you!",True
